"sep=,"
Tyrimo_failai/GPT4_text_problems_with_missing_numbers(50)/Text_problems_with_missing_numbers.txt
Target file,Tyrimo_failai/GPT4_text_problems_with_missing_numbers(50)/Gemini_Answers_2024_05_21_10_07_51.txt

,levenshtein,jaccard,cosine,npm_cosine,npm_diceCoefficient,npm_jaccardIndex,npm_levenshtein,npm_lcs,npm_longestCommonSubsequence,npm_mlcs,npm_metricLcs,npm_jaroWinkler
28,37.93,21.05,49.34,83.33,57.92,71.43,36.47,55.41,55.41,48.24,48.24,84.60
29,16.17,25.74,69.72,91.22,59.91,83.78,30.70,49.77,49.77,48.25,48.25,85.83
30,13.37,31.48,53.98,82.96,55.89,70.59,38.27,55.52,55.52,51.23,51.23,78.31
31,10.39,28.26,49.36,86.29,57.14,75.86,47.87,65.43,65.43,56.38,56.38,76.35
32,45.63,29.82,67.54,88.54,63.82,79.41,44.71,60.00,60.00,57.69,57.69,85.02
33,34.92,29.73,74.71,89.33,63.58,80.56,31.62,53.71,53.71,52.96,52.96,74.58
34,45.85,44.68,80.03,91.58,73.02,83.87,45.63,64.21,64.21,59.22,59.22,86.67
35,14.34,18.92,43.75,79.21,50.24,64.86,34.36,50.00,50.00,45.37,45.37,67.57
36,20.99,36.36,60.06,84.58,58.52,72.22,48.61,63.97,63.97,60.42,60.42,76.44
37,16.27,52.94,72.93,93.33,69.33,87.50,56.06,67.84,67.84,58.33,58.33,78.70
38,15.99,36.67,75.43,93.16,69.41,87.10,39.46,58.82,58.82,55.18,55.18,79.39
39,11.45,18.29,52.76,94.93,59.65,90.32,40.11,54.77,54.77,46.17,46.17,76.61
40,13.36,25.00,43.24,83.14,50.87,69.77,24.65,41.16,41.16,32.72,32.72,73.44
41,12.69,12.70,42.70,86.41,54.99,75.68,31.79,50.22,50.22,47.28,47.28,78.19
42,13.24,21.11,43.76,87.36,50.83,76.32,29.17,46.38,46.38,41.96,41.96,73.51
43,29.00,20.00,49.98,82.12,50.10,67.44,27.76,41.39,41.39,31.94,31.94,66.17
44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
45,41.45,46.51,69.50,90.20,59.54,81.82,44.39,63.22,63.22,58.82,58.82,76.48
46,28.54,22.22,50.42,80.80,43.99,65.96,24.66,45.30,45.30,41.55,41.55,67.16
47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
48,38.82,30.19,52.96,82.07,54.15,69.44,38.71,53.88,53.88,44.76,44.76,82.12
49,33.66,27.66,52.60,91.82,60.32,84.85,35.85,58.68,58.68,58.49,58.49,85.46
50,45.70,46.15,63.58,81.32,59.78,67.65,46.26,59.34,59.34,55.10,55.10,84.63
