"sep=,"
Tyrimo_failai/Diffusion_simple_math_problems(50)/Simple_math_problems.txt
Target file,Tyrimo_failai/Diffusion_simple_math_problems(50)/Gemini_Answers_2024_05_21_10_07_51.txt

,levenshtein,jaccard,cosine,npm_cosine,npm_diceCoefficient,npm_jaccardIndex,npm_levenshtein,npm_lcs,npm_longestCommonSubsequence,npm_mlcs,npm_metricLcs,npm_jaroWinkler
18,60.87,42.86,61.24,75.38,62.50,58.82,63.16,70.59,70.59,63.16,63.16,81.05
19,81.82,28.57,35.36,93.33,80.00,87.50,84.21,91.89,91.89,89.47,89.47,96.78
20,87.50,60.00,75.00,95.74,83.33,91.67,92.31,92.31,92.31,92.31,92.31,96.92
21,75.00,50.00,66.67,77.78,66.67,63.64,70.00,80.00,80.00,80.00,80.00,92.00
22,53.33,20.00,33.33,57.21,45.45,40.00,46.15,50.00,50.00,46.15,46.15,66.90
23,79.17,37.50,54.77,86.86,68.57,76.47,80.00,86.49,86.49,80.00,80.00,82.00
24,78.26,37.50,54.77,81.99,62.50,68.75,73.68,82.35,82.35,73.68,73.68,93.40
25,80.00,40.00,57.14,82.81,60.00,70.59,76.19,76.19,76.19,76.19,76.19,91.51
26,68.18,28.57,44.72,87.45,58.82,76.47,68.42,77.78,77.78,73.68,73.68,79.39
27,83.33,50.00,66.67,93.93,70.27,88.24,85.00,87.18,87.18,85.00,85.00,93.06
28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,71.43,33.33,50.00,81.25,66.67,68.42,72.22,80.00,80.00,77.78,77.78,86.71
30,59.09,28.57,44.72,73.03,60.61,57.14,68.42,74.29,74.29,68.42,68.42,89.93
31,88.00,50.00,66.67,88.24,76.92,78.95,85.71,87.80,87.80,85.71,85.71,95.14
32,82.61,100.00,100.00,90.95,75.68,83.33,85.00,87.18,87.18,85.00,85.00,91.49
33,78.05,63.64,83.33,81.90,68.75,69.23,79.41,81.82,81.82,79.41,79.41,87.93
34,63.16,14.29,25.00,83.33,53.85,71.43,66.67,78.57,78.57,73.33,73.33,87.38
35,61.54,50.00,66.67,67.08,52.63,50.00,54.55,57.14,57.14,54.55,54.55,82.91
36,73.08,40.00,57.14,88.89,68.29,80.00,77.27,83.72,83.72,81.82,81.82,82.70
37,61.90,20.00,33.33,78.33,60.00,64.29,68.75,75.00,75.00,75.00,75.00,90.19
38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39,80.00,55.56,71.43,81.99,76.92,68.75,80.95,82.93,82.93,80.95,80.95,81.79
40,74.07,30.00,46.29,83.91,68.29,72.22,73.91,79.07,79.07,73.91,73.91,86.30
41,76.00,50.00,66.67,78.82,68.42,65.00,75.00,80.00,80.00,80.00,80.00,92.00
42,76.92,80.00,86.60,88.91,77.97,80.00,78.13,85.25,85.25,81.25,81.25,90.30
43,78.26,71.43,83.33,83.21,70.59,70.59,73.68,83.33,83.33,78.95,78.95,93.44
44,66.67,37.50,54.77,68.75,59.46,52.38,65.00,66.67,66.67,65.00,65.00,77.81
45,75.00,63.64,76.98,85.71,78.57,75.00,80.00,82.76,82.76,80.00,80.00,88.57
46,64.71,50.00,66.67,70.00,72.00,53.85,71.43,74.07,74.07,71.43,71.43,82.78
47,88.89,57.14,57.74,93.09,85.00,86.67,90.91,95.24,95.24,90.91,90.91,96.97
48,95.24,60.00,75.00,100.00,90.91,100.00,94.44,97.14,97.14,94.44,94.44,94.77
49,86.36,50.00,66.67,83.33,75.00,71.43,88.24,88.24,88.24,88.24,88.24,92.16
50,91.30,80.00,84.52,96.36,91.43,92.86,94.74,97.30,97.30,94.74,94.74,98.25
