"sep=,"
Tyrimo_failai/RNN_simple_math_problems(50)/Simple_math_problems.txt
Target file,Tyrimo_failai/RNN_simple_math_problems(50)/Gemini_Answers_2024_05_22_15_18_18.txt

,levenshtein,jaccard,cosine,npm_cosine,npm_diceCoefficient,npm_jaccardIndex,npm_levenshtein,npm_lcs,npm_longestCommonSubsequence,npm_mlcs,npm_metricLcs,npm_jaroWinkler
25,96.00,75.00,85.71,93.33,90.00,87.50,95.24,95.24,95.24,95.24,95.24,98.10
26,95.45,100.00,100.00,94.12,88.89,88.89,94.74,94.74,94.74,94.74,94.74,97.89
27,84.00,50.00,66.67,82.35,71.79,70.00,80.95,82.93,82.93,80.95,80.95,93.19
28,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
29,95.24,60.00,75.00,96.82,88.24,93.75,94.44,94.44,94.44,94.44,94.44,97.78
30,95.65,66.67,80.00,100.00,97.30,100.00,95.00,97.44,97.44,95.00,95.00,99.00
31,92.31,71.43,83.33,94.12,87.80,88.89,90.91,93.02,93.02,90.91,90.91,97.23
32,95.45,66.67,87.50,93.75,88.89,88.24,94.74,94.74,94.74,94.74,94.74,97.89
33,93.02,80.00,91.67,95.65,92.54,91.67,94.29,95.65,95.65,94.29,94.29,98.27
34,93.75,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
35,92.31,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
36,88.46,62.50,77.15,91.93,82.93,85.00,86.36,88.37,88.37,86.36,86.36,95.37
37,84.21,40.00,57.74,95.74,86.67,91.67,87.50,93.75,93.75,93.75,93.75,97.50
38,95.83,66.67,80.00,96.61,89.47,93.33,95.00,95.00,95.00,95.00,95.00,98.00
39,96.00,85.71,88.19,96.61,92.31,93.33,95.24,97.56,97.56,95.24,95.24,99.05
40,96.30,75.00,85.71,100.00,90.91,100.00,95.65,95.65,95.65,95.65,95.65,97.35
41,95.83,100.00,100.00,96.82,91.89,93.75,95.00,97.44,97.44,95.00,95.00,99.00
42,94.87,80.00,91.67,93.36,91.80,87.50,93.75,95.24,95.24,93.75,93.75,98.10
43,91.30,100.00,100.00,96.82,91.43,93.75,94.74,97.30,97.30,94.74,94.74,98.25
44,92.00,50.00,66.67,97.01,87.18,94.12,90.48,92.68,92.68,90.48,90.48,93.41
45,86.49,54.55,61.24,90.48,82.14,82.61,83.33,89.66,89.66,86.67,86.67,95.90
46,94.12,50.00,66.67,95.35,84.62,90.91,92.86,92.86,92.86,92.86,92.86,94.07
47,96.43,71.43,83.33,96.82,93.02,93.75,95.65,97.78,97.78,95.65,95.65,99.13
48,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
49,91.67,100.00,100.00,96.08,96.97,92.31,94.44,97.14,97.14,94.44,94.44,98.89
50,95.65,66.67,80.00,96.36,88.89,92.86,94.74,94.74,94.74,94.74,94.74,97.89
