"sep=,"
Tyrimo_failai/RNN_simple_math_problems(50)/Simple_math_problems.txt
Target file,Tyrimo_failai/RNN_simple_math_problems(50)/GPT4o_Answers_2024_05_22_15_18_18.txt

,levenshtein,jaccard,cosine,npm_cosine,npm_diceCoefficient,npm_jaccardIndex,npm_levenshtein,npm_lcs,npm_longestCommonSubsequence,npm_mlcs,npm_metricLcs,npm_jaroWinkler
19,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
20,88.24,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
21,71.43,50.00,66.67,88.89,63.16,80.00,72.73,76.19,76.19,72.73,72.73,90.55
22,86.67,40.00,57.74,90.00,75.00,81.82,84.62,92.31,92.31,92.31,92.31,96.92
23,88.46,100.00,95.26,93.75,80.00,88.24,86.36,90.48,90.48,86.36,86.36,96.27
24,83.33,44.44,61.72,83.91,64.86,72.22,80.00,82.05,82.05,80.00,80.00,92.84
25,96.00,75.00,85.71,93.33,90.00,87.50,95.24,95.24,95.24,95.24,95.24,98.10
26,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
27,83.33,50.00,66.67,82.35,63.16,70.00,80.00,85.00,85.00,85.00,85.00,94.00
28,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
29,90.48,60.00,75.00,93.54,78.79,87.50,88.89,91.43,91.43,88.89,88.89,96.60
30,86.36,66.67,80.00,88.39,74.29,78.95,84.21,86.49,86.49,84.21,84.21,94.62
31,92.31,71.43,83.33,94.12,82.93,88.89,90.91,93.02,93.02,90.91,90.91,94.23
32,95.65,57.14,82.50,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
33,95.12,100.00,100.00,95.65,87.88,91.67,94.12,94.12,94.12,94.12,94.12,97.65
34,93.75,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
35,75.00,50.00,66.67,73.79,58.82,58.33,70.00,73.68,73.68,70.00,70.00,89.56
36,85.19,55.56,71.43,91.93,79.07,85.00,82.61,88.89,88.89,86.96,86.96,95.57
37,80.95,33.33,50.00,91.67,81.25,84.62,83.33,88.24,88.24,83.33,83.33,94.08
38,95.83,66.67,80.00,96.61,89.47,93.33,95.00,95.00,95.00,95.00,95.00,98.00
39,88.00,62.50,75.59,89.71,76.92,81.25,85.71,87.80,87.80,85.71,85.71,93.94
40,92.59,62.50,75.59,96.82,81.82,93.75,91.30,91.30,91.30,91.30,91.30,96.52
41,91.67,100.00,100.00,90.37,81.08,82.35,90.00,92.31,92.31,90.00,90.00,96.95
42,97.44,80.00,91.67,97.80,95.08,95.65,96.88,98.41,98.41,96.88,96.88,99.38
43,95.65,62.50,77.15,96.82,88.89,93.75,94.74,94.74,94.74,94.74,94.74,97.89
44,91.67,71.43,83.33,90.95,78.95,83.33,90.00,90.00,90.00,90.00,90.00,93.22
45,78.38,41.67,51.03,85.71,72.41,75.00,80.00,83.33,83.33,83.33,83.33,93.33
46,82.35,50.00,66.67,95.35,84.62,90.91,92.86,92.86,92.86,92.86,92.86,94.07
47,89.66,71.43,83.33,93.33,81.82,87.50,87.50,91.30,91.30,87.50,87.50,96.59
48,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
49,91.30,71.43,83.33,88.07,84.85,78.57,88.89,91.43,91.43,88.89,88.89,96.60
50,91.67,66.67,79.06,92.86,86.49,86.67,90.00,92.31,92.31,90.00,90.00,96.95
