"sep=,"
Tyrimo_failai/GPT4_simple_math_problems(50)/Simple_math_problems.txt
Target file,Tyrimo_failai/GPT4_simple_math_problems(50)/Gemini_Answers_2024_05_22_17_56_51.txt

,levenshtein,jaccard,cosine,npm_cosine,npm_diceCoefficient,npm_jaccardIndex,npm_levenshtein,npm_lcs,npm_longestCommonSubsequence,npm_mlcs,npm_metricLcs,npm_jaroWinkler
33,70.59,58.33,81.89,93.36,65.75,87.50,70.73,77.33,77.33,70.73,70.73,88.79
34,60.00,60.00,75.59,82.16,41.67,69.23,53.85,69.23,69.23,69.23,69.23,79.49
35,75.00,50.00,66.67,84.33,58.82,72.73,80.00,84.21,84.21,80.00,80.00,93.78
36,26.92,37.50,56.69,39.28,12.50,22.73,18.18,29.41,29.41,22.73,22.73,50.51
37,56.52,50.00,67.08,88.07,72.73,78.57,68.42,80.00,80.00,73.68,73.68,88.36
38,88.89,100.00,100.00,93.93,90.00,88.24,90.91,95.24,95.24,90.91,90.91,98.18
39,92.00,100.00,100.00,93.33,80.00,87.50,90.48,90.48,90.48,90.48,90.48,96.19
40,78.57,50.00,66.82,84.89,57.78,73.68,75.00,76.60,76.60,75.00,75.00,86.76
41,44.83,100.00,100.00,90.95,80.00,83.33,86.36,90.48,90.48,86.36,86.36,94.41
42,72.34,72.73,88.07,91.30,66.67,84.00,69.23,76.06,76.06,69.23,69.23,91.27
43,13.04,0.00,0.00,36.08,5.88,21.74,10.53,22.22,22.22,21.05,21.05,38.58
44,8.00,9.09,16.67,42.44,0.00,26.92,0.00,15.00,15.00,15.00,15.00,36.67
45,45.95,36.36,58.93,65.47,50.00,48.00,46.67,56.00,56.00,46.67,46.67,55.56
46,21.05,0.00,0.00,55.21,4.76,34.78,13.33,22.73,22.73,16.67,16.67,46.69
47,48.15,71.43,83.33,100.00,90.48,100.00,95.45,95.45,95.45,95.45,95.45,97.27
48,52.38,0.00,0.00,81.99,20.00,68.75,50.00,56.25,56.25,50.00,50.00,76.64
49,40.91,71.43,83.33,95.74,87.50,91.67,94.12,94.12,94.12,94.12,94.12,96.47
50,82.61,50.00,67.08,84.87,76.47,73.33,78.95,83.33,83.33,78.95,78.95,93.44
