"sep=,"
Tyrimo_failai/GPT4_simple_math_problems(50)/Simple_math_problems.txt
Target file,Tyrimo_failai/GPT4_simple_math_problems(50)/GPT4o_Answers_2024_05_22_17_56_51.txt

,levenshtein,jaccard,cosine,npm_cosine,npm_diceCoefficient,npm_jaccardIndex,npm_levenshtein,npm_lcs,npm_longestCommonSubsequence,npm_mlcs,npm_metricLcs,npm_jaroWinkler
17,36.36,28.57,42.43,48.99,25.00,31.58,36.84,52.94,52.94,47.37,47.37,61.72
18,78.26,57.14,73.03,86.86,66.67,76.47,73.68,80.00,80.00,73.68,73.68,92.24
19,54.55,28.57,66.82,64.45,34.29,47.37,52.63,59.46,59.46,57.89,57.89,69.97
20,32.26,50.00,70.71,74.54,33.33,58.82,32.00,52.63,52.63,40.00,40.00,73.17
21,83.33,20.00,33.33,94.28,77.78,88.89,80.00,90.00,90.00,90.00,90.00,96.00
22,82.35,16.67,28.87,85.81,61.54,75.00,80.00,85.71,85.71,80.00,80.00,94.46
23,66.67,20.00,33.33,84.89,42.11,73.68,65.00,75.00,75.00,75.00,75.00,84.67
24,91.30,71.43,83.33,93.33,85.71,87.50,89.47,91.89,91.89,89.47,89.47,96.78
25,72.00,30.00,46.29,89.71,54.05,81.25,71.43,82.05,82.05,76.19,76.19,88.02
26,77.78,66.67,80.00,92.20,68.29,85.00,75.00,83.72,83.72,75.00,75.00,89.91
27,60.00,50.00,66.67,84.89,55.00,73.68,63.64,66.67,66.67,63.64,63.64,85.30
28,65.71,62.50,77.46,83.85,57.78,71.43,73.08,80.85,80.85,73.08,73.08,92.71
29,71.43,40.00,57.74,86.86,70.59,76.47,77.78,83.33,83.33,83.33,83.33,93.33
30,32.43,37.50,59.63,79.06,54.17,65.22,51.61,64.00,64.00,51.61,51.61,76.06
31,16.00,28.57,47.14,46.02,18.75,28.57,19.05,35.29,35.29,28.57,28.57,40.76
32,45.45,50.00,80.18,66.82,34.29,50.00,52.63,64.86,64.86,63.16,63.16,76.61
33,70.83,58.33,79.39,93.36,67.61,87.50,69.23,79.45,79.45,74.36,74.36,89.52
34,50.00,33.33,56.69,73.03,34.78,57.14,53.85,64.00,64.00,61.54,61.54,76.07
35,75.00,50.00,66.67,84.33,58.82,72.73,80.00,84.21,84.21,80.00,80.00,93.78
36,23.08,37.50,56.69,37.27,12.12,21.74,18.18,28.57,28.57,22.73,22.73,49.65
37,36.36,50.00,67.08,88.07,72.73,78.57,68.42,80.00,80.00,73.68,73.68,88.36
38,88.89,100.00,100.00,96.82,87.80,93.75,86.96,93.02,93.02,86.96,86.96,97.39
39,80.00,55.56,71.43,89.71,66.67,81.25,76.19,82.93,82.93,80.95,80.95,88.48
40,74.07,36.36,53.45,81.25,50.00,68.42,69.57,73.91,73.91,73.91,73.91,86.04
41,46.43,100.00,100.00,90.95,80.00,83.33,86.36,90.48,90.48,86.36,86.36,94.41
42,72.34,72.73,88.07,91.30,67.65,84.00,71.05,77.14,77.14,71.05,71.05,91.66
43,13.04,0.00,0.00,34.67,5.71,20.83,5.26,21.62,21.62,21.05,21.05,39.42
44,8.33,9.09,16.67,42.44,0.00,26.92,0.00,15.00,15.00,15.00,15.00,36.67
45,45.95,36.36,58.93,65.47,50.00,48.00,46.67,56.00,56.00,46.67,46.67,55.56
46,21.05,0.00,0.00,55.21,4.76,34.78,13.33,22.73,22.73,16.67,16.67,46.69
47,48.15,71.43,83.33,100.00,90.48,100.00,95.45,95.45,95.45,95.45,95.45,97.27
48,47.62,0.00,0.00,81.99,20.00,68.75,50.00,56.25,56.25,50.00,50.00,76.64
49,40.91,71.43,83.33,95.74,87.50,91.67,94.12,94.12,94.12,94.12,94.12,96.47
50,82.61,50.00,67.08,84.87,76.47,73.33,78.95,83.33,83.33,78.95,78.95,93.44
